Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-06-01,24.280000686645508,24.8700008392334,24.049999237060547,24.610000610351562,21.48722267150879,58375500.0,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,BAC
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,173.10000610351562,177.52000427246094,172.67999267578125,176.36000061035156,174.82806396484375,5711600.0,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,CRM
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,117.26000213623047,119.6500015258789,116.93000030517578,118.7699966430664,116.8224868774414,10538300.0,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,DIS
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,71.28500366210938,72.0790023803711,71.11399841308594,71.74349975585938,71.25206756591797,25162000.0,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,GOOGL
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,249.41000366210938,249.77999877929688,245.8699951171875,247.2899932861328,216.7108917236328,3407800.0,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,HD
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,147.2899932861328,148.33999633789062,146.00999450683594,147.19000244140625,126.78054809570312,6141800.0,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JNJ
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,97.75,99.51000213623047,97.37999725341797,98.5999984741211,85.38671112060547,15176800.0,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,JPM
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,300.79998779296875,303.05999755859375,297.8999938964844,301.3999938964844,292.6402893066406,2841800.0,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,MA
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,224.58999633789062,232.44000244140625,223.5,231.91000366210938,230.64466857910156,18223800.0,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,META
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,174.87933349609375,22622400.0,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,MSFT
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,418.8299865722656,426.7200012207031,415.9800109863281,425.9200134277344,425.9200134277344,3743700.0,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NFLX
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,8.833250045776367,8.840749740600586,8.689499855041504,8.806249618530273,8.772821426391602,389876000.0,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,NVDA
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,33.68121337890625,33.89942932128906,33.12144088745117,33.64326477050781,26.29572105407715,76884979.0,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PFE
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,116.0,117.5,115.26000213623047,117.25,102.96086883544922,5105600.0,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,PG
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,57.20000076293945,59.93333435058594,56.939998626708984,59.87333297729492,59.87333297729492,224092500.0,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,TSLA
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,UNH
2020-06-01,304.0199890136719,305.9800109863281,300.55999755859375,305.92999267578125,282.2662048339844,2894000.0,UNH
2020-06-01,,,,,,,UNH
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,,,,,,,V
2020-06-01,194.7100067138672,195.8800048828125,193.52000427246094,194.35000610351562,187.2344512939453,6011300.0,V
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,88.38469696044922,110737200.0,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,AAPL
2020-07-01,,,,,,,ADBE
2020-07-01,434.79998779296875,442.04998779296875,433.6199951171875,439.80999755859375,439.80999755859375,2581700.0,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,ADBE
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,137.89950561523438,144.75,137.6999969482422,143.93499755859375,143.93499755859375,127268000.0,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,AMZN
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,24.030000686645508,24.06999969482422,23.229999542236328,23.260000228881836,20.45016098022461,57379900.0,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,BAC
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,190.22317504882812,4754600.0,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,CRM
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,112.81999969482422,115.5999984741211,112.29000091552734,113.01000213623047,111.15693664550781,11930900.0,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,DIS
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,70.95850372314453,72.42400360107422,70.70899963378906,72.0999984741211,71.60612487792969,42182000.0,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,GOOGL
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,249.64999389648438,250.3300018310547,246.92999267578125,248.14999389648438,218.76307678222656,3677300.0,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,HD
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,140.69000244140625,141.38999938964844,140.05999755859375,140.3800048828125,120.91483306884766,6174800.0,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JNJ
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,94.88999938964844,95.70999908447266,93.02999877929688,93.26000213623047,80.7623291015625,18755700.0,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,JPM
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,295.9599914550781,303.2699890136719,295.1199951171875,301.1700134277344,292.4169921875,3801300.0,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,MA
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,228.5,239.0,227.55999755859375,237.5500030517578,236.25390625,43399700.0,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,META
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,203.13999938964844,206.35000610351562,201.77000427246094,204.6999969482422,195.7982635498047,32061200.0,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,MSFT
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,454.0,488.2300109863281,454.0,485.6400146484375,485.6400146484375,9705900.0,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NFLX
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,9.520750045776367,9.575750350952148,9.413000106811523,9.529999732971191,9.49815559387207,326648000.0,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,NVDA
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,32.7703971862793,32.7703971862793,31.99241065979004,32.01138687133789,25.02023696899414,73503009.0,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PFE
2020-07-01,,,,,,,PG
2020-07-01,,,,,,,PG
2020-07-01,,,,,,,PG
2020-07-01,,,,,,,PG
2020-07-01,,,,,,,PG
2020-07-01,,,,,,,PG
2020-07-01,,,,,,,PG
2020-07-01,,,,,,,PG
2020-07-01,,,,,,,PG
