Ticker Symbol,Date (First trading day of the month),Opening Price,Closing Price,Trading Volume
AAPL,2023-02-01,143.97000122070312,145.42999267578125,77663600
AAPL,2023-03-01,146.8300018310547,145.30999755859375,55479000
AAPL,2023-04-03,164.27000427246094,166.1699981689453,56976200
AAPL,2023-05-01,169.27999877929688,169.58999633789062,52472900
AAPL,2023-06-01,177.6999969482422,180.08999633789062,68901800
AAPL,2023-07-03,193.77999877929688,192.4600067138672,31458200
AAPL,2023-08-01,196.24000549316406,195.61000061035156,35175100
AAPL,2023-09-01,189.49000549316406,189.4600067138672,45766500
AAPL,2023-10-02,171.22000122070312,173.75,52164500
AAPL,2023-11-01,171.0,173.97000122070312,56934900
AAPL,2023-12-01,190.3300018310547,191.24000549316406,45704800
AAPL,2024-01-02,187.14999389648438,185.63999938964844,82488700
AAPL,2024-02-01,183.99000549316406,186.86000061035156,64885400
AAPL,2024-03-01,179.5500030517578,179.66000366210938,73563100
AAPL,2024-04-01,171.19000244140625,170.02999877929688,46240500
AAPL,2024-05-01,169.5800018310547,169.3000030517578,50383100
AAPL,2024-06-03,192.89999389648438,194.02999877929688,50080500
AAPL,2024-07-01,212.08999633789062,216.75,60402900
AAPL,2024-08-01,224.3699951171875,218.36000061035156,62501000
AAPL,2024-09-03,228.5500030517578,222.77000427246094,50190600
AAPL,2024-10-01,229.52000427246094,226.2100067138672,63285000
AAPL,2024-11-01,220.97000122070312,222.91000366210938,65276700
AAPL,2024-12-02,237.27000427246094,239.58999633789062,48137100
AAPL,2025-01-02,248.92999267578125,243.85000610351562,55740700
AAPL,2025-02-03,229.99000549316406,228.00999450683594,73063300
AAPL,2025-03-03,241.7899932861328,238.02999877929688,47184000
AAPL,2025-04-01,219.80999755859375,223.19000244140625,36412700
AAPL,2025-05-01,209.0800018310547,213.32000732421875,57365700
AAPL,2025-06-02,200.27999877929688,201.6999969482422,35423300
ADBE,2020-06-01,387.0799865722656,389.67999267578125,2034100
ADBE,2020-07-01,434.79998779296875,439.80999755859375,2581700
ADBE,2020-08-03,449.8399963378906,447.9700012207031,2075200
ADBE,2020-09-01,515.0,527.9500122070312,2404000
ADBE,2020-10-01,497.42999267578125,499.510009765625,2264600
ADBE,2020-11-02,451.0,444.94000244140625,2479000
ADBE,2020-12-01,482.010009765625,479.1499938964844,2531100
ADBE,2021-01-04,500.29998779296875,485.3399963378906,3612900
ADBE,2021-02-01,462.2799987792969,470.0,2554800
ADBE,2021-03-01,465.67999267578125,469.57000732421875,2358600
ADBE,2021-04-01,483.1199951171875,483.3399963378906,2664700
ADBE,2021-05-03,510.9700012207031,503.4599914550781,1458600
ADBE,2021-06-01,504.5400085449219,495.9100036621094,2189000
ADBE,2021-07-01,583.3300170898438,584.72998046875,1646100
ADBE,2021-08-02,625.8699951171875,618.75,1466800
ADBE,2021-09-01,664.510009765625,665.8900146484375,1261200
ADBE,2021-10-01,577.52001953125,577.469970703125,2915300
ADBE,2021-11-01,651.0499877929688,640.2000122070312,2215800
ADBE,2021-12-01,676.0,657.4099731445312,2831800
ADBE,2022-01-03,566.6500244140625,564.3699951171875,2862700
ADBE,2022-02-01,536.0,535.97998046875,2307400
ADBE,2022-03-01,468.0,466.67999267578125,3352800
ADBE,2022-04-01,455.0,458.19000244140625,2718400
ADBE,2022-05-02,397.1300048828125,407.2900085449219,3010000
ADBE,2022-06-01,428.0,418.1600036621094,3409900
ADBE,2022-07-01,364.17999267578125,368.4800109863281,2471600
ADBE,2022-08-01,406.510009765625,411.0899963378906,1910000
ADBE,2022-09-01,371.0,370.5299987792969,2574400
ADBE,2022-10-03,278.2699890136719,285.239990234375,3738100
ADBE,2022-11-01,321.010009765625,316.0199890136719,2467700
ADBE,2022-12-01,348.0299987792969,344.1099853515625,3365200
ADBE,2023-01-03,340.1600036621094,336.9200134277344,2229100
ADBE,2023-02-01,370.010009765625,383.9200134277344,3362000
ADBE,2023-03-01,323.79998779296875,323.3800048828125,2377700
ADBE,2023-04-03,380.8800048828125,380.0799865722656,2712600
ADBE,2023-05-01,376.510009765625,374.1499938964844,1868000
ADBE,2023-06-01,412.2900085449219,426.75,4443100
ADBE,2023-07-03,486.3900146484375,485.2099914550781,1491000
ADBE,2023-08-01,545.780029296875,549.0999755859375,2274000
ADBE,2023-09-01,564.7999877929688,563.2100219726562,2234100
ADBE,2023-10-02,508.239990234375,521.1300048828125,2411500
ADBE,2023-11-01,535.0,544.5,2644500
ADBE,2023-12-01,609.239990234375,612.469970703125,2490500
ADBE,2024-01-02,589.510009765625,580.0700073242188,2840200
ADBE,2024-02-01,619.0,627.9099731445312,1687600
ADBE,2024-03-01,561.1099853515625,570.9299926757812,2968100
ADBE,2024-04-01,504.989990234375,502.0899963378906,2056000
ADBE,2024-05-01,461.1199951171875,469.3900146484375,2490200
ADBE,2024-06-03,447.5799865722656,439.0199890136719,3967700
ADBE,2024-07-01,551.3699951171875,560.010009765625,3070200
ADBE,2024-08-01,549.989990234375,546.4099731445312,2075400
ADBE,2024-09-03,576.2999877929688,571.0399780273438,2757900
ADBE,2024-10-01,517.4500122070312,502.79998779296875,3730000
ADBE,2024-11-01,475.4100036621094,482.79998779296875,2851600
ADBE,2024-12-02,512.8499755859375,516.2000122070312,2006900
ADBE,2025-01-02,447.760009765625,441.0,2504700
ADBE,2025-02-03,437.79998779296875,438.6000061035156,3348700
ADBE,2025-03-03,440.6499938964844,440.7200012207031,2607700
ADBE,2025-04-01,381.1300048828125,383.20001220703125,3847800
ADBE,2025-05-01,378.29998779296875,374.6300048828125,2848800
ADBE,2025-06-02,408.8800048828125,403.3999938964844,4153700
AMZN,2020-06-01,122.4000015258789,123.552001953125,58578000
AMZN,2020-07-01,137.89950561523438,143.93499755859375,127268000
AMZN,2020-08-03,159.02549743652344,155.59449768066406,101494000
AMZN,2020-09-01,174.47900390625,174.95599365234375,68644000
AMZN,2020-10-01,160.39999389648438,161.06300354003906,99438000
AMZN,2020-11-02,153.08700561523438,150.2239990234375,145148000
AMZN,2020-12-01,159.4250030517578,161.00399780273438,90740000
AMZN,2021-01-04,163.5,159.3314971923828,88228000
AMZN,2021-02-01,162.1179962158203,167.1439971923828,83204000
AMZN,2021-03-01,156.39450073242188,157.3070068359375,54582000
AMZN,2021-04-01,155.89700317382812,158.0500030517578,58806000
AMZN,2021-05-03,174.2364959716797,169.32449340820312,117510000
AMZN,2021-06-01,162.1750030517578,160.9324951171875,48600000
AMZN,2021-07-01,171.73049926757812,171.64849853515625,40742000
AMZN,2021-08-02,167.65499877929688,166.57400512695312,67078000
AMZN,2021-09-01,174.82000732421875,173.9499969482422,72598000
AMZN,2021-10-01,164.45050048828125,164.16299438476562,56712000
AMZN,2021-11-01,168.08999633789062,165.90550231933594,72178000
AMZN,2021-12-01,177.25,172.18600463867188,74916000
AMZN,2022-01-03,167.5500030517578,170.4044952392578,63520000
AMZN,2022-02-01,150.0,151.19349670410156,59220000
AMZN,2022-03-01,152.7324981689453,151.14199829101562,44874000
AMZN,2022-04-01,164.14950561523438,163.55999755859375,57090000
AMZN,2022-05-02,122.4010009765625,124.5,148788000
AMZN,2022-06-01,122.25599670410156,121.68399810791016,127528000
AMZN,2022-07-01,106.29000091552734,109.55999755859375,73021200
AMZN,2022-08-01,134.9600067138672,135.38999938964844,76846900
AMZN,2022-09-01,126.0,127.81999969482422,56636100
AMZN,2022-10-03,113.58000183105469,115.87999725341797,50941900
AMZN,2022-11-01,103.98999786376953,96.79000091552734,153370000
AMZN,2022-12-01,96.98999786376953,95.5,68488000
AMZN,2023-01-03,85.45999908447266,85.81999969482422,76706000
AMZN,2023-02-01,102.52999877929688,105.1500015258789,80450100
AMZN,2023-03-01,93.87000274658203,92.16999816894531,52299500
AMZN,2023-04-03,102.30000305175781,102.41000366210938,41135700
AMZN,2023-05-01,104.94999694824219,102.05000305175781,74728100
AMZN,2023-06-01,120.69000244140625,122.7699966430664,54375100
AMZN,2023-07-03,130.82000732421875,130.22000122070312,28264800
AMZN,2023-08-01,133.5500030517578,131.69000244140625,42098500
AMZN,2023-09-01,139.4600067138672,138.1199951171875,40991500
AMZN,2023-10-02,127.27999877929688,129.4600067138672,48029700
AMZN,2023-11-01,133.9600067138672,137.0,61529400
AMZN,2023-12-01,146.0,147.02999877929688,39951800
AMZN,2024-01-02,151.5399932861328,149.92999267578125,47339400
AMZN,2024-02-01,155.8699951171875,159.27999877929688,76542400
AMZN,2024-03-01,176.75,178.22000122070312,31981200
AMZN,2024-04-01,180.7899932861328,180.97000122070312,29174500
AMZN,2024-05-01,181.63999938964844,179.0,94645100
AMZN,2024-06-03,177.6999969482422,178.33999633789062,30786600
AMZN,2024-07-01,193.49000549316406,197.1999969482422,41192000
AMZN,2024-08-01,189.2899932861328,184.07000732421875,70435600
AMZN,2024-09-03,177.5500030517578,176.25,37817500
AMZN,2024-10-01,184.89999389648438,185.1300048828125,36044900
AMZN,2024-11-01,199.0,197.92999267578125,99687800
AMZN,2024-12-02,209.9600067138672,210.7100067138672,39523200
AMZN,2025-01-02,222.02999877929688,220.22000122070312,33956600
AMZN,2025-02-03,234.05999755859375,237.4199981689453,37285900
AMZN,2025-03-03,213.35000610351562,205.02000427246094,42948400
AMZN,2025-04-01,187.86000061035156,192.1699981689453,41267300
AMZN,2025-05-01,190.6300048828125,190.1999969482422,74266000
AMZN,2025-06-02,204.97999572753906,206.64999389648438,29113300
BAC,2020-06-01,24.280000686645508,24.610000610351562,58375500
BAC,2020-07-01,24.030000686645508,23.260000228881836,57379900
BAC,2020-08-03,25.030000686645508,24.989999771118164,58284000
BAC,2020-09-01,25.579999923706055,25.709999084472656,46109200
BAC,2020-10-01,24.270000457763672,24.100000381469727,44782200
BAC,2020-11-02,23.889999389648438,24.079999923706055,59756400
BAC,2020-12-01,28.739999771118164,28.690000534057617,50255100
BAC,2021-01-04,30.459999084472656,30.030000686645508,51483900
BAC,2021-02-01,29.8700008392334,29.959999084472656,40985300
BAC,2021-03-01,35.52000045776367,35.790000915527344,45901700
BAC,2021-04-01,38.83000183105469,39.4900016784668,65587000
BAC,2021-05-03,40.869998931884766,40.560001373291016,41940500
BAC,2021-06-01,42.95000076293945,42.91999816894531,42890700
BAC,2021-07-01,41.560001373291016,41.540000915527344,28045100
BAC,2021-08-02,38.400001525878906,37.959999084472656,49894000
BAC,2021-09-01,41.75,41.189998626708984,52361900
BAC,2021-10-01,42.47999954223633,43.08000183105469,40987100
BAC,2021-11-01,48.099998474121094,47.849998474121094,36937200
BAC,2021-12-01,45.220001220703125,43.84000015258789,60601600
BAC,2022-01-03,45.09000015258789,46.18000030517578,58587900
BAC,2022-02-01,46.209999084472656,46.939998626708984,40326600
BAC,2022-03-01,43.709999084472656,42.470001220703125,74895600
BAC,2022-04-01,41.689998626708984,40.900001525878906,61929200
BAC,2022-05-02,36.029998779296875,36.13999938964844,46652200
BAC,2022-06-01,37.459999084472656,36.66999816894531,35237900
BAC,2022-07-01,30.979999542236328,31.559999465942383,40236100
BAC,2022-08-01,33.619998931884766,33.709999084472656,32336700
BAC,2022-09-01,33.34000015258789,33.470001220703125,32848900
BAC,2022-10-03,30.59000015258789,31.09000015258789,34591700
BAC,2022-11-01,36.439998626708984,36.20000076293945,29913200
BAC,2022-12-01,37.5,36.54999923706055,46213200
BAC,2023-01-03,33.22999954223633,33.5099983215332,35221500
BAC,2023-02-01,35.20000076293945,35.91999816894531,44438700
BAC,2023-03-01,34.150001525878906,34.13999938964844,29281600
BAC,2023-04-03,28.639999389648438,28.59000015258789,51996800
BAC,2023-05-01,29.5,29.040000915527344,34076800
BAC,2023-06-01,27.760000228881836,27.780000686645508,57426100
BAC,2023-07-03,28.700000762939453,29.200000762939453,30995800
BAC,2023-08-01,31.84000015258789,31.6200008392334,32712000
BAC,2023-09-01,28.760000228881836,28.979999542236328,35228600
BAC,2023-10-02,27.270000457763672,26.700000762939453,50388600
BAC,2023-11-01,26.440000534057617,26.399999618530273,44046300
BAC,2023-12-01,30.399999618530273,30.959999084472656,46133300
BAC,2024-01-02,33.38999938964844,33.900001525878906,36668600
BAC,2024-02-01,33.93000030517578,33.54999923706055,57084800
BAC,2024-03-01,34.529998779296875,34.349998474121094,38432300
BAC,2024-04-01,37.939998626708984,37.52000045776367,33908000
BAC,2024-05-01,37.209999084472656,36.95000076293945,32272000
BAC,2024-06-03,40.040000915527344,39.880001068115234,31898600
BAC,2024-07-01,39.90999984741211,40.0099983215332,26770500
BAC,2024-08-01,40.439998626708984,39.5,60107800
BAC,2024-09-03,40.58000183105469,40.70000076293945,48489300
BAC,2024-10-01,39.5099983215332,39.220001220703125,26291200
BAC,2024-11-01,42.150001525878906,41.7599983215332,31220000
BAC,2024-12-02,47.7400016784668,47.040000915527344,35891500
BAC,2025-01-02,44.13999938964844,44.290000915527344,25610600
BAC,2025-02-03,45.41999816894531,46.209999084472656,36497700
BAC,2025-03-03,46.209999084472656,45.560001373291016,46946000
BAC,2025-04-01,41.31999969482422,41.4900016784668,25578500
BAC,2025-05-01,39.81999969482422,40.16999816894531,33569100
BAC,2025-06-02,43.880001068115234,44.08000183105469,28582600
CRM,2020-06-01,173.10000610351562,176.36000061035156,5711600
CRM,2020-07-01,188.10000610351562,191.88999938964844,4754600
CRM,2020-08-03,197.8000030517578,203.19000244140625,6557500
CRM,2020-09-01,271.0,281.25,13293600
CRM,2020-10-01,253.17999267578125,253.4499969482422,4318000
CRM,2020-11-02,235.1199951171875,232.4499969482422,3953400
CRM,2020-12-01,245.0,241.35000610351562,18872000
CRM,2021-01-04,222.63999938964844,220.30999755859375,10319900
CRM,2021-02-01,227.2100067138672,228.4600067138672,5696700
CRM,2021-03-01,219.89999389648438,217.5399932861328,14027700
CRM,2021-04-01,213.60000610351562,218.72000122070312,7763500
CRM,2021-05-03,230.77000427246094,223.75999450683594,5835700
CRM,2021-06-01,238.0,236.1999969482422,8103900
CRM,2021-07-01,244.5,244.97999572753906,3899600
CRM,2021-08-02,242.30999755859375,240.86000061035156,3525700
CRM,2021-09-01,266.2699890136719,268.32000732421875,7189000
CRM,2021-10-01,271.5,275.260009765625,4756000
CRM,2021-11-01,301.5,302.760009765625,3825100
CRM,2021-12-01,271.260009765625,251.5,30723100
CRM,2022-01-03,255.00999450683594,255.4600067138672,4316800
CRM,2022-02-01,232.3699951171875,232.1199951171875,6387100
CRM,2022-03-01,213.39999389648438,208.88999938964844,12587300
CRM,2022-04-01,212.47999572753906,212.25,6007900
CRM,2022-05-02,175.08999633789062,177.57000732421875,6278400
CRM,2022-06-01,178.00999450683594,176.07000732421875,37037400
CRM,2022-07-01,164.75999450683594,168.1999969482422,4561600
CRM,2022-08-01,181.3000030517578,182.97999572753906,3997100
CRM,2022-09-01,154.8699951171875,153.52999877929688,9924000
CRM,2022-10-03,144.97999572753906,147.89999389648438,6819900
CRM,2022-11-01,165.0,159.82000732421875,4545900
CRM,2022-12-01,147.5500030517578,147.0,33721500
CRM,2023-01-03,135.19000244140625,134.77999877929688,8196400
CRM,2023-02-01,167.72999572753906,171.82000732421875,8853900
CRM,2023-03-01,162.99000549316406,167.35000610351562,15841200
CRM,2023-04-03,198.22000122070312,196.49000549316406,5340800
CRM,2023-05-01,197.75999450683594,197.7899932861328,2882900
CRM,2023-06-01,208.22000122070312,212.89999389648438,20907400
CRM,2023-07-03,210.57000732421875,211.64999389648438,2400000
CRM,2023-08-01,223.88999938964844,224.27000427246094,4212600
CRM,2023-09-01,223.5,221.52999877929688,5600900
CRM,2023-10-02,200.8000030517578,203.7100067138672,3745700
CRM,2023-11-01,200.9199981689453,203.91000366210938,3593600
CRM,2023-12-01,250.0,260.0,14538200
CRM,2024-01-02,260.5400085449219,256.1300048828125,4741400
CRM,2024-02-01,282.010009765625,283.79998779296875,3218300
CRM,2024-03-01,307.0,316.8800048828125,9450200
CRM,2024-04-01,301.69000244140625,302.260009765625,2918100
CRM,2024-05-01,269.0199890136719,268.69000244140625,3761000
CRM,2024-06-03,234.6199951171875,236.6199951171875,19962700
CRM,2024-07-01,258.1499938964844,256.2099914550781,5871700
CRM,2024-08-01,259.8999938964844,253.05999755859375,5527400
CRM,2024-09-03,252.6199951171875,248.05999755859375,6190400
CRM,2024-10-01,274.1400146484375,270.8699951171875,4369900
CRM,2024-11-01,290.2300109863281,294.7200012207031,3527500
CRM,2024-12-02,332.0,331.010009765625,6063400
CRM,2025-01-02,336.30999755859375,330.6600036621094,4807100
CRM,2025-02-03,335.9700012207031,339.239990234375,4549400
CRM,2025-03-03,301.0,293.05999755859375,6298200
CRM,2025-04-01,268.8599853515625,270.20001220703125,4598200
CRM,2025-05-01,273.3999938964844,269.3299865722656,5208900
CRM,2025-06-02,263.1099853515625,261.6199951171875,9213500
DIS,2020-06-01,117.26000213623047,118.7699966430664,10538300
DIS,2020-07-01,112.81999969482422,113.01000213623047,11930900
DIS,2020-08-03,116.16999816894531,116.3499984741211,10229200
DIS,2020-09-01,131.9199981689453,133.5500030517578,7351200
DIS,2020-10-01,124.94000244140625,123.30999755859375,8908300
DIS,2020-11-02,122.23999786376953,120.12999725341797,9186000
DIS,2020-12-01,149.57000732421875,149.44000244140625,8825500
DIS,2021-01-04,182.25999450683594,177.67999267578125,13426600
DIS,2021-02-01,170.83999633789062,170.97000122070312,8140400
DIS,2021-03-01,193.22999572753906,194.97999572753906,10709900
DIS,2021-04-01,186.42999267578125,188.97000122070312,7749400
DIS,2021-05-03,187.69000244140625,185.50999450683594,7542800
DIS,2021-06-01,180.17999267578125,178.83999633789062,7475600
DIS,2021-07-01,175.35000610351562,177.25999450683594,5887100
DIS,2021-08-02,177.22000122070312,175.5500030517578,5847200
DIS,2021-09-01,181.9600067138672,183.47999572753906,7302800
DIS,2021-10-01,172.27999877929688,176.00999450683594,12165000
DIS,2021-11-01,169.2100067138672,170.19000244140625,8182900
DIS,2021-12-01,146.6999969482422,142.14999389648438,16469000
DIS,2022-01-03,155.8300018310547,156.75999450683594,10222800
DIS,2022-02-01,143.02000427246094,144.49000549316406,8573300
DIS,2022-03-01,147.86000061035156,145.6999969482422,8944000
DIS,2022-04-01,137.33999633789062,137.0,10341000
DIS,2022-05-02,111.70999908447266,113.5,14300700
DIS,2022-06-01,112.01000213623047,109.19000244140625,11829700
DIS,2022-07-01,94.23999786376953,96.13999938964844,10543400
DIS,2022-08-01,104.87000274658203,106.22000122070312,7769700
DIS,2022-09-01,111.79000091552734,112.52999877929688,7718700
DIS,2022-10-03,95.7300033569336,97.12999725341797,9468400
DIS,2022-11-01,107.69999694824219,106.0,7955800
DIS,2022-12-01,97.87000274658203,98.58999633789062,13855700
DIS,2023-01-03,88.9800033569336,88.97000122070312,14997100
DIS,2023-02-01,108.5,109.38999938964844,9975500
DIS,2023-03-01,99.19000244140625,98.54000091552734,7898300
DIS,2023-04-03,100.20999908447266,99.76000213623047,7313200
DIS,2023-05-01,102.41000366210938,102.20999908447266,6909500
DIS,2023-06-01,88.4000015258789,88.58999633789062,11993200
DIS,2023-07-03,89.12000274658203,90.5,7979500
DIS,2023-08-01,89.12000274658203,89.02999877929688,13717500
DIS,2023-09-01,82.11000061035156,81.63999938964844,27701900
DIS,2023-10-02,80.91999816894531,81.66999816894531,9128100
DIS,2023-11-01,81.52999877929688,81.06999969482422,9093000
DIS,2023-12-01,92.73999786376953,92.58000183105469,11898200
DIS,2024-01-02,90.0999984741211,90.70999908447266,10587600
DIS,2024-02-01,96.37000274658203,97.05999755859375,8484800
DIS,2024-03-01,111.44000244140625,111.94999694824219,7242400
DIS,2024-04-01,122.05999755859375,121.52999877929688,8419700
DIS,2024-05-01,111.29000091552734,110.4800033569336,6338400
DIS,2024-06-03,104.16999816894531,102.7699966430664,6908600
DIS,2024-07-01,99.4000015258789,98.04000091552734,15299000
DIS,2024-08-01,93.86000061035156,93.05000305175781,9263600
DIS,2024-09-03,89.61000061035156,89.12999725341797,8465500
DIS,2024-10-01,95.19000244140625,94.05000305175781,10099200
DIS,2024-11-01,95.69999694824219,95.80999755859375,7944900
DIS,2024-12-02,117.77999877929688,117.16000366210938,8390500
DIS,2025-01-02,111.69999694824219,110.81999969482422,5688100
DIS,2025-02-03,111.3499984741211,114.0,8870700
DIS,2025-03-03,114.06999969482422,112.79000091552734,7884700
DIS,2025-04-01,98.31999969482422,97.68000030517578,8762700
DIS,2025-05-01,91.2699966430664,90.80999755859375,7790600
DIS,2025-06-02,112.68000030517578,112.94999694824219,7546800
GOOGL,2020-06-01,71.28500366210938,71.74349975585938,25162000
GOOGL,2020-07-01,70.95850372314453,72.0999984741211,42182000
GOOGL,2020-08-03,74.55000305175781,74.13800048828125,45482000
GOOGL,2020-09-01,81.60800170898438,82.75399780273438,22652000
GOOGL,2020-10-01,74.18299865722656,74.3949966430664,32884000
GOOGL,2020-11-02,81.177001953125,81.21600341796875,44228000
GOOGL,2020-12-01,88.33300018310547,89.76799774169922,37350000
GOOGL,2021-01-04,88.0,86.30650329589844,37324000
GOOGL,2021-02-01,92.22949981689453,94.65350341796875,40252000
GOOGL,2021-03-01,102.4000015258789,103.48300170898438,26060000
GOOGL,2021-04-01,104.61250305175781,106.48899841308594,39880000
GOOGL,2021-05-03,118.24549865722656,117.15399932861328,28242000
GOOGL,2021-06-01,118.72200012207031,119.05899810791016,23354000
GOOGL,2021-07-01,121.7249984741211,122.44450378417969,18110000
GOOGL,2021-08-02,135.11700439453125,134.85450744628906,21634000
GOOGL,2021-09-01,145.0,145.2154998779297,21936000
GOOGL,2021-10-01,134.44749450683594,136.54299926757812,35360000
GOOGL,2021-11-01,148.04600524902344,143.4969940185547,46924000
GOOGL,2021-12-01,144.0,141.05149841308594,34020000
GOOGL,2022-01-03,145.05499267578125,144.9915008544922,28646000
GOOGL,2022-02-01,137.59449768066406,137.6439971923828,68644000
GOOGL,2022-03-01,134.8784942626953,134.06149291992188,26496000
GOOGL,2022-04-01,139.5,140.15049743652344,25942000
GOOGL,2022-05-02,113.40499877929688,116.58300018310547,35534000
GOOGL,2022-06-01,114.8550033569336,113.89199829101562,36606000
GOOGL,2022-07-01,107.93299865722656,108.73750305175781,35476000
GOOGL,2022-08-01,115.30000305175781,114.86000061035156,26034300
GOOGL,2022-09-01,108.27999877929688,109.73999786376953,28360900
GOOGL,2022-10-03,96.76000213623047,98.63999938964844,27982000
GOOGL,2022-11-01,95.44999694824219,90.47000122070312,47161400
GOOGL,2022-12-01,101.0199966430664,100.98999786376953,28687100
GOOGL,2023-01-03,89.58999633789062,89.12000274658203,28131200
GOOGL,2023-02-01,98.70999908447266,100.43000030517578,35531100
GOOGL,2023-03-01,89.9800033569336,90.36000061035156,31111200
GOOGL,2023-04-03,102.38999938964844,104.36000061035156,25035400
GOOGL,2023-05-01,106.83999633789062,107.19999694824219,26681700
GOOGL,2023-06-01,122.81999969482422,123.72000122070312,30772700
GOOGL,2023-07-03,119.23999786376953,119.9000015258789,14467900
GOOGL,2023-08-01,130.77999877929688,131.5500030517578,23166800
GOOGL,2023-09-01,137.4600067138672,135.66000366210938,21543700
GOOGL,2023-10-02,131.2100067138672,134.1699981689453,22288000
GOOGL,2023-11-01,124.06999969482422,126.44999694824219,30082400
GOOGL,2023-12-01,131.86000061035156,131.86000061035156,31442300
GOOGL,2024-01-02,138.5500030517578,138.1699981689453,23711200
GOOGL,2024-02-01,142.1199951171875,141.16000366210938,40466500
GOOGL,2024-03-01,138.42999267578125,137.13999938964844,31151100
GOOGL,2024-04-01,150.69000244140625,155.49000549316406,31730800
GOOGL,2024-05-01,164.3000030517578,163.86000061035156,33493200
GOOGL,2024-06-03,172.5399932861328,173.1699981689453,27459100
GOOGL,2024-07-01,183.02999877929688,182.99000549316406,16006100
GOOGL,2024-08-01,170.25,170.75999450683594,24531400
GOOGL,2024-09-03,161.72000122070312,157.36000061035156,38945300
GOOGL,2024-10-01,167.69000244140625,166.99000549316406,28338100
GOOGL,2024-11-01,170.07000732421875,171.2899932861328,31796500
GOOGL,2024-12-02,168.77000427246094,171.49000549316406,23789100
GOOGL,2025-01-02,190.64999389648438,189.42999267578125,20370800
GOOGL,2025-02-03,200.69000244140625,201.22999572753906,27838300
GOOGL,2025-03-03,171.92999267578125,167.00999450683594,40770500
GOOGL,2025-04-01,153.6199951171875,157.07000732421875,30672900
GOOGL,2025-05-01,160.4499969482422,161.3000030517578,30203200
GOOGL,2025-06-02,167.83999633789062,169.02999877929688,38612300
HD,2020-06-01,249.41000366210938,247.2899932861328,3407800
HD,2020-07-01,249.64999389648438,248.14999389648438,3677300
HD,2020-08-03,266.7300109863281,266.17999267578125,2363500
HD,2020-09-01,284.0299987792969,285.94000244140625,3235100
HD,2020-10-01,279.44000244140625,277.6199951171875,2696900
HD,2020-11-02,270.1499938964844,270.739990234375,2956400
HD,2020-12-01,278.7300109863281,276.6000061035156,3942400
HD,2021-01-04,266.010009765625,263.9200134277344,5002000
HD,2021-02-01,271.2300109863281,270.07000732421875,3707800
HD,2021-03-01,258.80999755859375,261.6199951171875,4528900
HD,2021-04-01,306.8800048828125,307.75,3923900
HD,2021-05-03,326.2799987792969,330.2699890136719,3683700
HD,2021-06-01,320.6600036621094,316.30999755859375,3549800
HD,2021-07-01,319.9100036621094,321.5400085449219,2578000
HD,2021-08-02,330.0,327.2200012207031,2016400
HD,2021-09-01,325.55999755859375,323.6400146484375,3339100
HD,2021-10-01,328.1499938964844,329.8599853515625,2814200
HD,2021-11-01,373.0,366.4800109863281,3380500
HD,2021-12-01,402.0799865722656,400.4200134277344,3516200
HD,2022-01-03,416.57000732421875,408.6400146484375,3715700
HD,2022-02-01,369.4700012207031,368.70001220703125,3406800
HD,2022-03-01,314.5899963378906,320.25,5640900
HD,2022-04-01,300.5,301.8900146484375,5554600
