
Country,Quarter,gdp_growth,inflation,unemployment,usd_exchange_rate
France,2020-Q2,-7.6,0.5,8.0,0.875506396987998
France,2020-Q3,-7.6,0.5,8.0,0.875506396987998
France,2020-Q4,-7.6,0.5,8.0,0.875506396987998
France,2021-Q1,6.8,2.1,7.9,0.84549413889045
France,2021-Q2,6.8,2.1,7.9,0.84549413889045
France,2021-Q3,6.8,2.1,7.9,0.84549413889045
France,2021-Q4,6.8,2.1,7.9,0.84549413889045
France,2022-Q1,2.8,5.9,7.3,0.949623753156941
France,2022-Q2,2.8,5.9,7.3,0.949623753156941
France,2022-Q3,2.8,5.9,7.3,0.949623753156941
France,2022-Q4,2.8,5.9,7.3,0.949623753156941
France,2023-Q1,1.6,5.7,7.3,0.924839558470698
France,2023-Q2,1.6,5.7,7.3,0.924839558470698
France,2023-Q3,1.6,5.7,7.3,0.924839558470698
France,2023-Q4,1.6,5.7,7.3,0.924839558470698
France,2024-Q1,1.1,2.3,7.4,0.923889546117607
France,2024-Q2,1.1,2.3,7.4,0.923889546117607
France,2024-Q3,1.1,2.3,7.4,0.923889546117607
France,2024-Q4,1.1,2.3,7.4,0.923889546117607
Germany,2019-Q1,1.0,1.4,3.0,0.893276257067409
Germany,2019-Q2,1.0,1.4,3.0,0.893276257067409
Germany,2019-Q3,1.0,1.4,3.0,0.893276257067409
Germany,2019-Q4,1.0,1.4,3.0,0.893276257067409
Germany,2020-Q1,-4.1,0.4,3.6,0.875506396987998
Germany,2020-Q2,-4.1,0.4,3.6,0.875506396987998
Germany,2020-Q3,-4.1,0.4,3.6,0.875506396987998
Germany,2020-Q4,-4.1,0.4,3.6,0.875506396987998
Germany,2021-Q1,3.9,3.2,3.6,0.84549413889045
Germany,2021-Q2,3.9,3.2,3.6,0.84549413889045
Germany,2021-Q3,3.9,3.2,3.6,0.84549413889045
Germany,2021-Q4,3.9,3.2,3.6,0.84549413889045
Germany,2022-Q1,1.8,8.7,3.1,0.949623753156941
Germany,2022-Q2,1.8,8.7,3.1,0.949623753156941
Germany,2022-Q3,1.8,8.7,3.1,0.949623753156941
Germany,2022-Q4,1.8,8.7,3.1,0.949623753156941
Germany,2023-Q1,-0.9,6.0,3.1,0.924839558470698
Germany,2023-Q2,-0.9,6.0,3.1,0.924839558470698
Germany,2023-Q3,-0.9,6.0,3.1,0.924839558470698
Germany,2023-Q4,-0.9,6.0,3.1,0.924839558470698
Germany,2024-Q1,-0.5,2.5,3.4,0.923889546117607
Germany,2024-Q2,-0.5,2.5,3.4,0.923889546117607
Germany,2024-Q3,-0.5,2.5,3.4,0.923889546117607
Germany,2024-Q4,-0.5,2.5,3.4,0.923889546117607
India,2019-Q1,3.9,4.8,7.5,70.4203405359551
India,2019-Q2,3.9,4.8,7.5,70.4203405359551
India,2019-Q3,3.9,4.8,7.5,70.4203405359551
India,2019-Q4,3.9,4.8,7.5,70.4203405359551
India,2020-Q1,-5.8,6.2,8.7,74.0995668836052
India,2020-Q2,-5.8,6.2,8.7,74.0995668836052
India,2020-Q3,-5.8,6.2,8.7,74.0995668836052
India,2020-Q4,-5.8,6.2,8.7,74.0995668836052
India,2021-Q1,9.7,5.5,7.4,73.9180128154351
India,2021-Q2,9.7,5.5,7.4,73.9180128154351
India,2021-Q3,9.7,5.5,7.4,73.9180128154351
India,2021-Q4,9.7,5.5,7.4,73.9180128154351
India,2022-Q1,7.6,6.7,5.3,78.6044905829916
India,2022-Q2,7.6,6.7,5.3,78.6044905829916
India,2022-Q3,7.6,6.7,5.3,78.6044905829916
India,2022-Q4,7.6,6.7,5.3,78.6044905829916
India,2023-Q1,9.2,5.4,4.9,82.5992764460784
India,2023-Q2,9.2,5.4,4.9,82.5992764460784
India,2023-Q3,9.2,5.4,4.9,82.5992764460784
India,2023-Q4,9.2,5.4,4.9,82.5992764460784
India,2024-Q1,6.5,4.6,4.9,83.669281580941
India,2024-Q2,6.5,4.6,4.9,83.669281580941
India,2024-Q3,6.5,4.6,4.9,83.669281580941
India,2024-Q4,6.5,4.6,4.9,83.669281580941
Indonesia,2019-Q1,5.0,2.8,5.3,14147.6713605454
Indonesia,2019-Q2,5.0,2.8,5.3,14147.6713605454
Indonesia,2019-Q3,5.0,2.8,5.3,14147.6713605454
Indonesia,2019-Q4,5.0,2.8,5.3,14147.6713605454
Indonesia,2020-Q1,-2.1,2.0,7.1,14582.2034678177
Indonesia,2020-Q2,-2.1,2.0,7.1,14582.2034678177
Indonesia,2020-Q3,-2.1,2.0,7.1,14582.2034678177
Indonesia,2020-Q4,-2.1,2.0,7.1,14582.2034678177
Indonesia,2021-Q1,3.7,1.6,6.5,14308.1439011897
Indonesia,2021-Q2,3.7,1.6,6.5,14308.1439011897
Indonesia,2021-Q3,3.7,1.6,6.5,14308.1439011897
Indonesia,2021-Q4,3.7,1.6,6.5,14308.1439011897
Indonesia,2022-Q1,5.3,4.1,5.9,14849.8539362105
Indonesia,2022-Q2,5.3,4.1,5.9,14849.8539362105
Indonesia,2022-Q3,5.3,4.1,5.9,14849.8539362105
Indonesia,2022-Q4,5.3,4.1,5.9,14849.8539362105
Indonesia,2023-Q1,5.0,3.7,5.3,15236.8846620506
Indonesia,2023-Q2,5.0,3.7,5.3,15236.8846620506
Indonesia,2023-Q3,5.0,3.7,5.3,15236.8846620506
Indonesia,2023-Q4,5.0,3.7,5.3,15236.8846620506
Indonesia,2024-Q1,5.0,2.3,4.9,15855.4482866711
Indonesia,2024-Q2,5.0,2.3,4.9,15855.4482866711
Indonesia,2024-Q3,5.0,2.3,4.9,15855.4482866711
Indonesia,2024-Q4,5.0,2.3,4.9,15855.4482866711
Italy,2019-Q1,0.4,0.6,9.9,0.893276257067409
Italy,2019-Q2,0.4,0.6,9.9,0.893276257067409
Italy,2019-Q3,0.4,0.6,9.9,0.893276257067409
Italy,2019-Q4,0.4,0.6,9.9,0.893276257067409
Italy,2020-Q1,-8.9,-0.1,9.4,0.875506396987998
Italy,2020-Q2,-8.9,-0.1,9.4,0.875506396987998
Italy,2020-Q3,-8.9,-0.1,9.4,0.875506396987998
Italy,2020-Q4,-8.9,-0.1,9.4,0.875506396987998
Italy,2021-Q1,8.9,1.9,9.5,0.84549413889045
Italy,2021-Q2,8.9,1.9,9.5,0.84549413889045
Italy,2021-Q3,8.9,1.9,9.5,0.84549413889045
Italy,2021-Q4,8.9,1.9,9.5,0.84549413889045
Italy,2022-Q1,4.8,8.7,8.1,0.949623753156941
Italy,2022-Q2,4.8,8.7,8.1,0.949623753156941
Italy,2022-Q3,4.8,8.7,8.1,0.949623753156941
Italy,2022-Q4,4.8,8.7,8.1,0.949623753156941
Italy,2023-Q1,0.7,5.9,7.7,0.924839558470698
Italy,2023-Q2,0.7,5.9,7.7,0.924839558470698
Italy,2023-Q3,0.7,5.9,7.7,0.924839558470698
Italy,2023-Q4,0.7,5.9,7.7,0.924839558470698
Italy,2024-Q1,0.7,1.1,6.6,0.923889546117607
Italy,2024-Q2,0.7,1.1,6.6,0.923889546117607
Italy,2024-Q3,0.7,1.1,6.6,0.923889546117607
Italy,2024-Q4,0.7,1.1,6.6,0.923889546117607
Japan,2019-Q1,-0.4,0.5,2.4,109.009665900863
Japan,2019-Q2,-0.4,0.5,2.4,109.009665900863
Japan,2019-Q3,-0.4,0.5,2.4,109.009665900863
Japan,2019-Q4,-0.4,0.5,2.4,109.009665900863
Japan,2020-Q1,-4.2,0.0,2.8,106.774582262437
Japan,2020-Q2,-4.2,0.0,2.8,106.774582262437
Japan,2020-Q3,-4.2,0.0,2.8,106.774582262437
Japan,2020-Q4,-4.2,0.0,2.8,106.774582262437
Japan,2021-Q1,2.7,-0.2,2.8,109.754323839417
Japan,2021-Q2,2.7,-0.2,2.8,109.754323839417
Japan,2021-Q3,2.7,-0.2,2.8,109.754323839417
Japan,2021-Q4,2.7,-0.2,2.8,109.754323839417
Japan,2022-Q1,1.0,2.5,2.6,131.498140443764
Japan,2022-Q2,1.0,2.5,2.6,131.498140443764
Japan,2022-Q3,1.0,2.5,2.6,131.498140443764
Japan,2022-Q4,1.0,2.5,2.6,131.498140443764
Japan,2023-Q1,1.2,3.3,2.6,140.49110006234
Japan,2023-Q2,1.2,3.3,2.6,140.49110006234
Japan,2023-Q3,1.2,3.3,2.6,140.49110006234
Japan,2023-Q4,1.2,3.3,2.6,140.49110006234
Japan,2024-Q1,0.1,2.7,2.6,151.366291302752
Japan,2024-Q2,0.1,2.7,2.6,151.366291302752
Japan,2024-Q3,0.1,2.7,2.6,151.366291302752
Japan,2024-Q4,0.1,2.7,2.6,151.366291302752
Mexico,2019-Q1,-0.4,3.6,3.5,19.2636333333333
Mexico,2019-Q2,-0.4,3.6,3.5,19.2636333333333
Mexico,2019-Q3,-0.4,3.6,3.5,19.2636333333333
Mexico,2019-Q4,-0.4,3.6,3.5,19.2636333333333
Mexico,2020-Q1,-8.4,3.4,4.4,21.4856083333333
Mexico,2020-Q2,-8.4,3.4,4.4,21.4856083333333
Mexico,2020-Q3,-8.4,3.4,4.4,21.4856083333333
Mexico,2020-Q4,-8.4,3.4,4.4,21.4856083333333
Mexico,2021-Q1,6.0,5.7,4.1,20.2724083333333
Mexico,2021-Q2,6.0,5.7,4.1,20.2724083333333
Mexico,2021-Q3,6.0,5.7,4.1,20.2724083333333
Mexico,2021-Q4,6.0,5.7,4.1,20.2724083333333
Mexico,2022-Q1,3.7,7.9,3.3,20.12735
Mexico,2022-Q2,3.7,7.9,3.3,20.12735
Mexico,2022-Q3,3.7,7.9,3.3,20.12735
Mexico,2022-Q4,3.7,7.9,3.3,20.12735
Mexico,2023-Q1,3.4,5.5,2.8,17.7587166666667
Mexico,2023-Q2,3.4,5.5,2.8,17.7587166666667
Mexico,2023-Q3,3.4,5.5,2.8,17.7587166666667
Mexico,2023-Q4,3.4,5.5,2.8,17.7587166666667
Mexico,2024-Q1,1.4,4.7,2.7,18.3048583333333
Mexico,2024-Q2,1.4,4.7,2.7,18.3048583333333
Mexico,2024-Q3,1.4,4.7,2.7,18.3048583333333
Mexico,2024-Q4,1.4,4.7,2.7,18.3048583333333
Russian Federation,2019-Q1,2.2,4.5,4.6,64.7376583333333
Russian Federation,2019-Q2,2.2,4.5,4.6,64.7376583333333
Russian Federation,2019-Q3,2.2,4.5,4.6,64.7376583333333
Russian Federation,2019-Q4,2.2,4.5,4.6,64.7376583333333
Russian Federation,2020-Q1,-2.7,3.4,5.8,72.1049083333333
Russian Federation,2020-Q2,-2.7,3.4,5.8,72.1049083333333
Russian Federation,2020-Q3,-2.7,3.4,5.8,72.1049083333333
Russian Federation,2020-Q4,-2.7,3.4,5.8,72.1049083333333
Russian Federation,2021-Q1,5.9,6.7,4.8,73.65435
Russian Federation,2021-Q2,5.9,6.7,4.8,73.65435
Russian Federation,2021-Q3,5.9,6.7,4.8,73.65435
Russian Federation,2021-Q4,5.9,6.7,4.8,73.65435
Russian Federation,2022-Q1,-1.4,13.7,4.0,68.4849416666667
Russian Federation,2022-Q2,-1.4,13.7,4.0,68.4849416666667
Russian Federation,2022-Q3,-1.4,13.7,4.0,68.4849416666667
Russian Federation,2022-Q4,-1.4,13.7,4.0,68.4849416666667
Russian Federation,2023-Q1,4.1,5.9,3.2,85.1620083333333
Russian Federation,2023-Q2,4.1,5.9,3.2,85.1620083333333
Russian Federation,2023-Q3,4.1,5.9,3.2,85.1620083333333
Russian Federation,2023-Q4,4.1,5.9,3.2,85.1620083333333
Russian Federation,2024-Q1,4.3,8.4,2.5,
Russian Federation,2024-Q2,4.3,8.4,2.5,
Russian Federation,2024-Q3,4.3,8.4,2.5,
Russian Federation,2024-Q4,4.3,8.4,2.5,
Saudi Arabia,2019-Q1,1.7,-2.1,5.6,3.75
Saudi Arabia,2019-Q2,1.7,-2.1,5.6,3.75
Saudi Arabia,2019-Q3,1.7,-2.1,5.6,3.75
Saudi Arabia,2019-Q4,1.7,-2.1,5.6,3.75
Saudi Arabia,2020-Q1,-3.8,3.4,7.7,3.75
Saudi Arabia,2020-Q2,-3.8,3.4,7.7,3.75
Saudi Arabia,2020-Q3,-3.8,3.4,7.7,3.75
Saudi Arabia,2020-Q4,-3.8,3.4,7.7,3.75
Saudi Arabia,2021-Q1,6.5,3.1,6.1,3.75
Saudi Arabia,2021-Q2,6.5,3.1,6.1,3.75
Saudi Arabia,2021-Q3,6.5,3.1,6.1,3.75
Saudi Arabia,2021-Q4,6.5,3.1,6.1,3.75
Saudi Arabia,2022-Q1,12.0,2.5,4.9,3.75
Saudi Arabia,2022-Q2,12.0,2.5,4.9,3.75
Saudi Arabia,2022-Q3,12.0,2.5,4.9,3.75
Saudi Arabia,2022-Q4,12.0,2.5,4.9,3.75
Saudi Arabia,2023-Q1,0.5,2.3,4.0,3.75
Saudi Arabia,2023-Q2,0.5,2.3,4.0,3.75
Saudi Arabia,2023-Q3,0.5,2.3,4.0,3.75
Saudi Arabia,2023-Q4,0.5,2.3,4.0,3.75
Saudi Arabia,2024-Q1,2.0,1.7,3.5,3.75
Saudi Arabia,2024-Q2,2.0,1.7,3.5,3.75
Saudi Arabia,2024-Q3,2.0,1.7,3.5,3.75
Saudi Arabia,2024-Q4,2.0,1.7,3.5,3.75
South Africa,2019-Q1,0.3,4.1,28.7,14.4484270548333
South Africa,2019-Q2,0.3,4.1,28.7,14.4484270548333
South Africa,2019-Q3,0.3,4.1,28.7,14.4484270548333
South Africa,2019-Q4,0.3,4.1,28.7,14.4484270548333
South Africa,2020-Q1,-6.2,3.3,29.2,16.4591053903333
South Africa,2020-Q2,-6.2,3.3,29.2,16.4591053903333
South Africa,2020-Q3,-6.2,3.3,29.2,16.4591053903333
South Africa,2020-Q4,-6.2,3.3,29.2,16.4591053903333
South Africa,2021-Q1,4.9,4.6,34.3,14.7786782139167
South Africa,2021-Q2,4.9,4.6,34.3,14.7786782139167
South Africa,2021-Q3,4.9,4.6,34.3,14.7786782139167
South Africa,2021-Q4,4.9,4.6,34.3,14.7786782139167
South Africa,2022-Q1,2.1,6.9,33.5,16.3558534845
South Africa,2022-Q2,2.1,6.9,33.5,16.3558534845
South Africa,2022-Q3,2.1,6.9,33.5,16.3558534845
South Africa,2022-Q4,2.1,6.9,33.5,16.3558534845
South Africa,2023-Q1,0.8,5.9,32.4,18.4502441785
South Africa,2023-Q2,0.8,5.9,32.4,18.4502441785
South Africa,2023-Q3,0.8,5.9,32.4,18.4502441785
South Africa,2023-Q4,0.8,5.9,32.4,18.4502441785
South Africa,2024-Q1,0.5,4.4,32.6,18.3286575505
South Africa,2024-Q2,0.5,4.4,32.6,18.3286575505
South Africa,2024-Q3,0.5,4.4,32.6,18.3286575505
South Africa,2024-Q4,0.5,4.4,32.6,18.3286575505
"Korea, Republic of",2019-Q1,2.3,0.4,3.8,1165.3575
"Korea, Republic of",2019-Q2,2.3,0.4,3.8,1165.3575
"Korea, Republic of",2019-Q3,2.3,0.4,3.8,1165.3575
"Korea, Republic of",2019-Q4,2.3,0.4,3.8,1165.3575
"Korea, Republic of",2020-Q1,-0.7,0.5,4.0,1180.26583333333
"Korea, Republic of",2020-Q2,-0.7,0.5,4.0,1180.26583333333
"Korea, Republic of",2020-Q3,-0.7,0.5,4.0,1180.26583333333
"Korea, Republic of",2020-Q4,-0.7,0.5,4.0,1180.26583333333
"Korea, Republic of",2021-Q1,4.6,2.5,3.7,1143.95166666667
"Korea, Republic of",2021-Q2,4.6,2.5,3.7,1143.95166666667
"Korea, Republic of",2021-Q3,4.6,2.5,3.7,1143.95166666667
"Korea, Republic of",2021-Q4,4.6,2.5,3.7,1143.95166666667
"Korea, Republic of",2022-Q1,2.7,5.1,2.9,1291.44666666667
"Korea, Republic of",2022-Q2,2.7,5.1,2.9,1291.44666666667
"Korea, Republic of",2022-Q3,2.7,5.1,2.9,1291.44666666667
"Korea, Republic of",2022-Q4,2.7,5.1,2.9,1291.44666666667
"Korea, Republic of",2023-Q1,1.6,3.6,2.7,1305.6625
"Korea, Republic of",2023-Q2,1.6,3.6,2.7,1305.6625
"Korea, Republic of",2023-Q3,1.6,3.6,2.7,1305.6625
"Korea, Republic of",2023-Q4,1.6,3.6,2.7,1305.6625
"Korea, Republic of",2024-Q1,2.0,2.3,2.8,1363.375
"Korea, Republic of",2024-Q2,2.0,2.3,2.8,1363.375
"Korea, Republic of",2024-Q3,2.0,2.3,2.8,1363.375
"Korea, Republic of",2024-Q4,2.0,2.3,2.8,1363.375
"Türkiye, Republic of",2019-Q1,1.3,15.2,13.7,5.67381930843574
"Türkiye, Republic of",2019-Q2,1.3,15.2,13.7,5.67381930843574
"Türkiye, Republic of",2019-Q3,1.3,15.2,13.7,5.67381930843574
"Türkiye, Republic of",2019-Q4,1.3,15.2,13.7,5.67381930843574
"Türkiye, Republic of",2020-Q1,1.8,12.3,13.1,7.00860541558522
"Türkiye, Republic of",2020-Q2,1.8,12.3,13.1,7.00860541558522
"Türkiye, Republic of",2020-Q3,1.8,12.3,13.1,7.00860541558522
"Türkiye, Republic of",2020-Q4,1.8,12.3,13.1,7.00860541558522
"Türkiye, Republic of",2021-Q1,11.8,19.6,12.0,8.85040754928315
"Türkiye, Republic of",2021-Q2,11.8,19.6,12.0,8.85040754928315
"Türkiye, Republic of",2021-Q3,11.8,19.6,12.0,8.85040754928315
"Türkiye, Republic of",2021-Q4,11.8,19.6,12.0,8.85040754928315
"Türkiye, Republic of",2022-Q1,5.4,72.3,10.4,16.5488604173067
"Türkiye, Republic of",2022-Q2,5.4,72.3,10.4,16.5488604173067
"Türkiye, Republic of",2022-Q3,5.4,72.3,10.4,16.5488604173067
"Türkiye, Republic of",2022-Q4,5.4,72.3,10.4,16.5488604173067
"Türkiye, Republic of",2023-Q1,5.0,53.9,9.4,23.7385661219918
"Türkiye, Republic of",2023-Q2,5.0,53.9,9.4,23.7385661219918
"Türkiye, Republic of",2023-Q3,5.0,53.9,9.4,23.7385661219918
"Türkiye, Republic of",2023-Q4,5.0,53.9,9.4,23.7385661219918
"Türkiye, Republic of",2024-Q1,3.3,58.5,8.7,32.8058614432703
"Türkiye, Republic of",2024-Q2,3.3,58.5,8.7,32.8058614432703
"Türkiye, Republic of",2024-Q3,3.3,58.5,8.7,32.8058614432703
"Türkiye, Republic of",2024-Q4,3.3,58.5,8.7,32.8058614432703
United Kingdom,2019-Q1,1.6,1.8,3.8,0.783445110011929
United Kingdom,2019-Q2,1.6,1.8,3.8,0.783445110011929
United Kingdom,2019-Q3,1.6,1.8,3.8,0.783445110011929
United Kingdom,2019-Q4,1.6,1.8,3.8,0.783445110011929
United Kingdom,2020-Q1,-10.3,0.9,4.6,0.779999576697153
United Kingdom,2020-Q2,-10.3,0.9,4.6,0.779999576697153
United Kingdom,2020-Q3,-10.3,0.9,4.6,0.779999576697153
United Kingdom,2020-Q4,-10.3,0.9,4.6,0.779999576697153
United Kingdom,2021-Q1,8.6,2.6,4.6,0.727064944688323
United Kingdom,2021-Q2,8.6,2.6,4.6,0.727064944688323
United Kingdom,2021-Q3,8.6,2.6,4.6,0.727064944688323
United Kingdom,2021-Q4,8.6,2.6,4.6,0.727064944688323
United Kingdom,2022-Q1,4.8,9.1,3.8,0.811301715827773
United Kingdom,2022-Q2,4.8,9.1,3.8,0.811301715827773
United Kingdom,2022-Q3,4.8,9.1,3.8,0.811301715827773
United Kingdom,2022-Q4,4.8,9.1,3.8,0.811301715827773
United Kingdom,2023-Q1,0.4,7.3,4.1,0.804538906734353
United Kingdom,2023-Q2,0.4,7.3,4.1,0.804538906734353
United Kingdom,2023-Q3,0.4,7.3,4.1,0.804538906734353
United Kingdom,2023-Q4,0.4,7.3,4.1,0.804538906734353
